time,source,id,battery_ok,temperature_C,humidity,wind_avg_m_s,wind_dir_deg
2023-09-10 00:00:00,chmi,11519,,22.2,55.0,1.3,
2023-09-11 00:00:00,chmi,11519,,23.6,59.0,1.4,
2023-09-12 00:00:00,chmi,11519,,23.5,58.0,1.4,
2023-09-13 00:00:00,chmi,11519,,21.4,61.0,3.8,
2023-09-14 00:00:00,chmi,11519,,17.4,63.0,2.9,
2023-09-15 00:00:00,chmi,11519,,17.1,64.0,2.5,
2023-09-16 00:00:00,chmi,11519,,20.6,59.0,1.7,
2023-09-17 00:00:00,chmi,11519,,21.1,60.0,1.6,
2023-09-18 00:00:00,chmi,11519,,20.5,67.0,2.7,
2023-09-19 00:00:00,chmi,11519,,18.4,58.0,3.5,
2023-09-20 00:00:00,chmi,11519,,19.8,57.0,2.4,
2023-09-21 00:00:00,chmi,11519,,19.3,70.0,1.6,
2023-09-22 00:00:00,chmi,11519,,15.1,80.0,3.1,
2023-09-23 00:00:00,chmi,11519,,14.2,67.0,2.2,
2023-09-24 00:00:00,chmi,11519,,13.8,67.0,1.7,
2023-09-25 00:00:00,chmi,11519,,15.9,71.0,1.2,
2023-09-26 00:00:00,chmi,11519,,18.9,73.0,1.2,
2023-09-27 00:00:00,chmi,11519,,19.4,64.0,1.4,
2023-09-28 00:00:00,chmi,11519,,18.3,64.0,1.8,
2023-09-29 00:00:00,chmi,11519,,20.0,61.0,2.6,
2023-09-30 00:00:00,chmi,11519,,15.8,64.0,2.4,
2023-10-01 00:00:00,chmi,11519,,16.5,55.0,2.4,
2023-10-02 00:00:00,chmi,11519,,18.9,55.0,1.7,
2023-10-03 00:00:00,chmi,11519,,18.0,65.0,5.0,
2023-10-04 00:00:00,chmi,11519,,13.7,63.0,4.3,
2023-10-05 00:00:00,chmi,11519,,12.6,65.0,4.7,
2023-10-06 00:00:00,chmi,11519,,13.3,64.0,3.8,
2023-10-07 00:00:00,chmi,11519,,16.9,59.0,7.1,
2023-10-08 00:00:00,chmi,11519,,11.2,75.0,3.5,
2023-10-09 00:00:00,chmi,11519,,14.0,83.0,3.3,
2023-10-10 00:00:00,chmi,11519,,16.8,75.0,2.3,
2023-10-11 00:00:00,chmi,11519,,18.9,56.0,3.3,
2023-10-12 00:00:00,chmi,11519,,17.1,69.0,3.7,
2023-10-13 00:00:00,chmi,11519,,20.1,56.0,3.5,
2023-10-14 00:00:00,chmi,11519,,14.8,65.0,3.0,
2023-10-15 00:00:00,chmi,11519,,8.0,61.0,5.3,
2023-10-16 00:00:00,chmi,11519,,6.9,67.0,2.2,
2023-10-17 00:00:00,chmi,11519,,6.5,69.0,1.8,
2023-10-18 00:00:00,chmi,11519,,6.7,73.0,1.8,
2023-10-19 00:00:00,chmi,11519,,9.6,81.0,1.2,
2023-10-20 00:00:00,chmi,11519,,13.3,89.0,2.3,
2023-10-21 00:00:00,chmi,11519,,16.4,65.0,2.1,
2023-10-22 00:00:00,chmi,11519,,12.5,72.0,3.4,
2023-10-23 00:00:00,chmi,11519,,11.8,69.0,2.2,
2023-10-24 00:00:00,chmi,11519,,11.5,86.0,1.3,
2023-10-25 00:00:00,chmi,11519,,12.2,72.0,2.5,
2023-10-26 00:00:00,chmi,11519,,12.1,72.0,3.5,
2023-10-27 00:00:00,chmi,11519,,10.4,84.0,3.5,
2023-10-28 00:00:00,chmi,11519,,11.5,75.0,3.7,
2023-10-29 00:00:00,chmi,11519,,13.3,63.0,2.6,
2023-10-30 00:00:00,chmi,11519,,13.3,74.0,2.5,
2023-10-31 00:00:00,chmi,11519,,11.4,77.0,5.5,
2023-11-01 00:00:00,chmi,11519,,12.1,70.0,2.2,
2023-11-02 00:00:00,chmi,11519,,10.1,80.0,2.2,
2023-11-03 00:00:00,chmi,11519,,8.1,85.0,3.5,
2023-11-04 00:00:00,chmi,11519,,9.0,69.0,3.1,
2023-11-05 00:00:00,chmi,11519,,11.6,63.0,5.2,
2023-11-06 00:00:00,chmi,11519,,10.6,61.0,5.8,
2023-11-07 00:00:00,chmi,11519,,9.5,69.0,4.0,
2023-11-08 00:00:00,chmi,11519,,7.4,70.0,4.5,
2023-11-09 00:00:00,chmi,11519,,8.4,63.0,2.0,
2023-11-10 00:00:00,chmi,11519,,6.9,71.0,3.6,
2023-11-11 00:00:00,chmi,11519,,4.7,87.0,3.3,
2023-11-12 00:00:00,chmi,11519,,4.8,72.0,3.2,
2023-11-13 00:00:00,chmi,11519,,6.5,89.0,3.1,
2023-11-14 00:00:00,chmi,11519,,11.0,68.0,6.3,
2023-11-15 00:00:00,chmi,11519,,9.4,73.0,5.1,
2023-11-16 00:00:00,chmi,11519,,7.3,77.0,2.6,
2023-11-17 00:00:00,chmi,11519,,4.9,69.0,5.1,
2023-11-18 00:00:00,chmi,11519,,4.2,68.0,2.9,
2023-11-19 00:00:00,chmi,11519,,8.4,80.0,4.2,
2023-11-20 00:00:00,chmi,11519,,9.9,75.0,5.3,
2023-11-21 00:00:00,chmi,11519,,6.1,78.0,3.7,
2023-11-22 00:00:00,chmi,11519,,0.7,80.0,3.2,
2023-11-23 00:00:00,chmi,11519,,5.5,72.0,9.0,
2023-11-24 00:00:00,chmi,11519,,4.0,72.0,5.4,
2023-11-25 00:00:00,chmi,11519,,1.9,76.0,5.4,
2023-11-26 00:00:00,chmi,11519,,0.4,80.0,3.9,
2023-11-27 00:00:00,chmi,11519,,2.2,87.0,2.8,
2023-11-28 00:00:00,chmi,11519,,-0.7,92.0,3.7,
2023-11-29 00:00:00,chmi,11519,,-0.6,81.0,3.9,
2023-11-30 00:00:00,chmi,11519,,0.6,81.0,1.9,
2023-12-01 00:00:00,chmi,11519,,-0.9,93.0,1.7,
2023-12-02 00:00:00,chmi,11519,,-3.1,89.0,3.4,
2023-12-03 00:00:00,chmi,11519,,-2.6,80.0,4.4,
2023-12-04 00:00:00,chmi,11519,,-4.5,84.0,2.1,
2023-12-05 00:00:00,chmi,11519,,-2.2,85.0,1.4,
2023-12-06 00:00:00,chmi,11519,,0.4,90.0,1.4,
2023-12-07 00:00:00,chmi,11519,,1.6,87.0,2.2,
2023-12-08 00:00:00,chmi,11519,,-0.8,88.0,2.1,
2023-12-09 00:00:00,chmi,11519,,2.0,90.0,2.6,
2023-12-10 00:00:00,chmi,11519,,5.4,83.0,4.8,
2023-12-11 00:00:00,chmi,11519,,8.4,75.0,6.6,
2023-12-12 00:00:00,chmi,11519,,7.5,73.0,3.0,
2023-12-13 00:00:00,chmi,11519,,6.7,87.0,2.6,
2023-12-14 00:00:00,chmi,11519,,5.1,84.0,2.5,
2023-12-15 00:00:00,chmi,11519,,4.3,72.0,3.2,
2023-12-16 00:00:00,chmi,11519,,5.6,70.0,3.2,
2023-12-17 00:00:00,chmi,11519,,5.9,72.0,3.9,
2023-12-18 00:00:00,chmi,11519,,7.4,54.0,4.4,
2023-12-19 00:00:00,chmi,11519,,8.0,47.0,4.1,
2023-12-20 00:00:00,chmi,11519,,5.5,75.0,6.8,
2023-12-21 00:00:00,chmi,11519,,5.8,79.0,9.0,
2023-12-22 00:00:00,chmi,11519,,2.0,84.0,6.4,
2023-12-23 00:00:00,chmi,11519,,2.5,85.0,3.6,
2023-12-24 00:00:00,chmi,11519,,9.4,79.0,7.5,
2023-12-25 00:00:00,chmi,11519,,10.5,72.0,7.7,
2023-12-26 00:00:00,chmi,11519,,9.2,67.0,6.2,
2023-12-27 00:00:00,chmi,11519,,5.8,72.0,1.9,
2023-12-28 00:00:00,chmi,11519,,8.2,69.0,4.6,
2023-12-29 00:00:00,chmi,11519,,10.3,62.0,7.2,
2023-12-30 00:00:00,chmi,11519,,7.5,69.0,4.5,
2023-12-31 00:00:00,chmi,11519,,3.6,85.0,1.6,
2024-01-01 00:00:00,chmi,11519,,6.8,67.0,6.0,
2024-01-02 00:00:00,chmi,11519,,5.6,84.0,4.4,
2024-01-03 00:00:00,chmi,11519,,9.7,69.0,6.9,
2024-01-04 00:00:00,chmi,11519,,7.1,75.0,7.5,
2024-01-05 00:00:00,chmi,11519,,4.5,85.0,2.2,
2024-01-06 00:00:00,chmi,11519,,3.7,91.0,1.9,
2024-01-07 00:00:00,chmi,11519,,-2.9,75.0,5.3,
2024-01-08 00:00:00,chmi,11519,,-6.5,69.0,3.4,
2024-01-09 00:00:00,chmi,11519,,-6.5,71.0,1.2,
2024-01-10 00:00:00,chmi,11519,,-4.3,69.0,1.8,
2024-01-11 00:00:00,chmi,11519,,-4.1,75.0,2.5,
2024-01-12 00:00:00,chmi,11519,,-0.2,77.0,2.8,
2024-01-13 00:00:00,chmi,11519,,-0.5,74.0,5.4,
2024-01-14 00:00:00,chmi,11519,,0.3,75.0,6.7,
2024-01-15 00:00:00,chmi,11519,,0.0,68.0,7.3,
2024-01-16 00:00:00,chmi,11519,,-0.4,67.0,4.5,
2024-01-17 00:00:00,chmi,11519,,-1.3,85.0,1.8,
2024-01-18 00:00:00,chmi,11519,,-1.0,90.0,3.5,
2024-01-19 00:00:00,chmi,11519,,-1.8,73.0,4.0,
2024-01-20 00:00:00,chmi,11519,,-1.7,68.0,4.3,
2024-01-21 00:00:00,chmi,11519,,-2.5,70.0,2.2,
2024-01-22 00:00:00,chmi,11519,,5.1,59.0,4.7,
2024-01-23 00:00:00,chmi,11519,,4.7,72.0,4.3,
2024-01-24 00:00:00,chmi,11519,,10.1,64.0,8.2,
2024-01-25 00:00:00,chmi,11519,,6.8,54.0,5.7,
2024-01-26 00:00:00,chmi,11519,,6.5,73.0,5.6,
2024-01-27 00:00:00,chmi,11519,,4.2,64.0,4.2,
2024-01-28 00:00:00,chmi,11519,,2.3,76.0,1.4,
2024-01-29 00:00:00,chmi,11519,,0.5,85.0,1.0,
2024-01-30 00:00:00,chmi,11519,,-0.4,90.0,1.4,
2024-01-31 00:00:00,chmi,11519,,3.0,89.0,1.3,
2024-02-01 00:00:00,chmi,11519,,6.6,65.0,5.6,
2024-02-02 00:00:00,chmi,11519,,5.7,70.0,4.9,
2024-02-03 00:00:00,chmi,11519,,8.4,72.0,7.3,
2024-02-04 00:00:00,chmi,11519,,9.3,75.0,6.9,
2024-02-05 00:00:00,chmi,11519,,10.7,60.0,8.8,
2024-02-06 00:00:00,chmi,11519,,8.5,65.0,6.5,
2024-02-07 00:00:00,chmi,11519,,3.8,82.0,5.3,
2024-02-08 00:00:00,chmi,11519,,3.4,95.0,1.3,
2024-02-09 00:00:00,chmi,11519,,10.4,79.0,4.5,
2024-02-10 00:00:00,chmi,11519,,9.0,87.0,2.1,
2024-02-11 00:00:00,chmi,11519,,7.8,91.0,2.8,
2024-02-12 00:00:00,chmi,11519,,7.7,75.0,5.2,
2024-02-13 00:00:00,chmi,11519,,5.7,68.0,3.7,
2024-02-14 00:00:00,chmi,11519,,7.2,74.0,3.5,
2024-02-15 00:00:00,chmi,11519,,9.8,83.0,2.4,
2024-02-16 00:00:00,chmi,11519,,8.6,81.0,1.2,
2024-02-17 00:00:00,chmi,11519,,10.2,72.0,3.4,
2024-02-18 00:00:00,chmi,11519,,9.0,64.0,1.8,
2024-02-19 00:00:00,chmi,11519,,8.5,69.0,5.5,
2024-02-20 00:00:00,chmi,11519,,8.1,70.0,3.8,
2024-02-21 00:00:00,chmi,11519,,8.6,63.0,3.1,
2024-02-22 00:00:00,chmi,11519,,9.9,73.0,5.1,
2024-02-23 00:00:00,chmi,11519,,7.8,58.0,2.2,
2024-02-24 00:00:00,chmi,11519,,7.0,68.0,2.8,
2024-02-25 00:00:00,chmi,11519,,4.9,82.0,1.5,
2024-02-26 00:00:00,chmi,11519,,3.2,90.0,1.7,
2024-02-27 00:00:00,chmi,11519,,5.0,87.0,1.7,
2024-02-28 00:00:00,chmi,11519,,5.4,82.0,2.0,
2024-02-29 00:00:00,chmi,11519,,4.8,88.0,1.7,
2024-03-01 00:00:00,chmi,11519,,7.4,89.0,1.1,
2024-03-02 00:00:00,chmi,11519,,9.4,74.0,2.3,
2024-03-03 00:00:00,chmi,11519,,9.8,72.0,2.8,
2024-03-04 00:00:00,chmi,11519,,9.1,76.0,2.0,
2024-03-05 00:00:00,chmi,11519,,7.1,72.0,1.9,
2024-03-06 00:00:00,chmi,11519,,6.2,68.0,2.3,
2024-03-07 00:00:00,chmi,11519,,4.1,61.0,3.6,
2024-03-08 00:00:00,chmi,11519,,4.5,69.0,3.6,
2024-03-09 00:00:00,chmi,11519,,7.0,70.0,3.4,
2024-03-10 00:00:00,chmi,11519,,9.9,72.0,2.5,
2024-03-11 00:00:00,chmi,11519,,10.7,59.0,3.0,
2024-03-12 00:00:00,chmi,11519,,10.2,57.0,3.6,
2024-03-13 00:00:00,chmi,11519,,8.3,65.0,2.4,
2024-03-14 00:00:00,chmi,11519,,9.7,75.0,1.3,
2024-03-15 00:00:00,chmi,11519,,12.4,70.0,4.7,
2024-03-16 00:00:00,chmi,11519,,10.2,70.0,4.7,
2024-03-17 00:00:00,chmi,11519,,6.8,59.0,2.6,
2024-03-18 00:00:00,chmi,11519,,5.3,58.0,1.7,
2024-03-19 00:00:00,chmi,11519,,5.9,51.0,1.8,
2024-03-20 00:00:00,chmi,11519,,9.8,53.0,1.0,
2024-03-21 00:00:00,chmi,11519,,12.0,62.0,2.1,
2024-03-22 00:00:00,chmi,11519,,11.9,60.0,3.6,
2024-03-23 00:00:00,chmi,11519,,8.5,59.0,5.4,
2024-03-24 00:00:00,chmi,11519,,4.5,74.0,4.8,
2024-03-25 00:00:00,chmi,11519,,6.3,63.0,3.4,
2024-03-26 00:00:00,chmi,11519,,9.7,50.0,3.1,
2024-03-27 00:00:00,chmi,11519,,14.2,49.0,3.8,
2024-03-28 00:00:00,chmi,11519,,10.0,52.0,6.4,
2024-03-29 00:00:00,chmi,11519,,14.1,50.0,2.7,
2024-03-30 00:00:00,chmi,11519,,16.9,46.0,2.5,
2024-03-31 00:00:00,chmi,11519,,17.1,41.0,1.4,
2024-04-01 00:00:00,chmi,11519,,13.0,56.0,5.1,
2024-04-02 00:00:00,chmi,11519,,11.2,56.0,6.5,
2024-04-03 00:00:00,chmi,11519,,11.7,58.0,4.3,
2024-04-04 00:00:00,chmi,11519,,12.5,66.0,6.9,
2024-04-05 00:00:00,chmi,11519,,14.9,68.0,3.4,
2024-04-06 00:00:00,chmi,11519,,19.9,48.0,2.8,
2024-04-07 00:00:00,chmi,11519,,20.5,40.0,3.3,
2024-04-08 00:00:00,chmi,11519,,21.6,49.0,1.2,
2024-04-09 00:00:00,chmi,11519,,18.7,54.0,3.4,
2024-04-10 00:00:00,chmi,11519,,10.6,70.0,1.6,
2024-04-11 00:00:00,chmi,11519,,12.7,60.0,1.7,
2024-04-12 00:00:00,chmi,11519,,15.5,51.0,3.1,
2024-04-13 00:00:00,chmi,11519,,17.5,55.0,3.4,
2024-04-14 00:00:00,chmi,11519,,18.5,50.0,4.2,
2024-04-15 00:00:00,chmi,11519,,13.1,65.0,4.6,
2024-04-16 00:00:00,chmi,11519,,7.7,61.0,5.9,
2024-04-17 00:00:00,chmi,11519,,7.4,57.0,3.0,
2024-04-18 00:00:00,chmi,11519,,6.3,55.0,3.4,
2024-04-19 00:00:00,chmi,11519,,5.5,76.0,6.6,
2024-04-20 00:00:00,chmi,11519,,4.9,77.0,4.2,
2024-04-21 00:00:00,chmi,11519,,4.8,56.0,2.3,
2024-04-22 00:00:00,chmi,11519,,4.6,55.0,2.5,
2024-04-23 00:00:00,chmi,11519,,6.7,48.0,2.0,
2024-04-24 00:00:00,chmi,11519,,7.2,50.0,3.1,
2024-04-25 00:00:00,chmi,11519,,6.7,58.0,4.1,
2024-04-26 00:00:00,chmi,11519,,11.8,47.0,2.3,
2024-04-27 00:00:00,chmi,11519,,15.7,40.0,2.6,
2024-04-28 00:00:00,chmi,11519,,18.3,44.0,1.9,
2024-04-29 00:00:00,chmi,11519,,19.5,51.0,1.4,
2024-04-30 00:00:00,chmi,11519,,21.3,39.0,3.8,
2024-05-01 00:00:00,chmi,11519,,19.6,43.0,4.6,
2024-05-02 00:00:00,chmi,11519,,18.5,51.0,4.8,
2024-05-03 00:00:00,chmi,11519,,14.4,70.0,3.7,
2024-05-04 00:00:00,chmi,11519,,17.2,66.0,1.7,
2024-05-05 00:00:00,chmi,11519,,16.6,63.0,3.4,
2024-05-06 00:00:00,chmi,11519,,16.5,70.0,1.6,
2024-05-07 00:00:00,chmi,11519,,11.6,86.0,3.6,
2024-05-08 00:00:00,chmi,11519,,13.7,60.0,2.5,
2024-05-09 00:00:00,chmi,11519,,15.4,52.0,1.8,
2024-05-10 00:00:00,chmi,11519,,16.8,49.0,1.4,
2024-05-11 00:00:00,chmi,11519,,17.5,53.0,1.8,
2024-05-12 00:00:00,chmi,11519,,17.2,52.0,3.3,
2024-05-13 00:00:00,chmi,11519,,18.1,43.0,3.1,
2024-05-14 00:00:00,chmi,11519,,18.7,42.0,3.7,
2024-05-15 00:00:00,chmi,11519,,19.4,40.0,4.7,
2024-05-16 00:00:00,chmi,11519,,17.1,51.0,5.7,
2024-05-17 00:00:00,chmi,11519,,12.8,83.0,3.5,
2024-05-18 00:00:00,chmi,11519,,15.2,69.0,3.6,
2024-05-19 00:00:00,chmi,11519,,16.0,65.0,1.6,
2024-05-20 00:00:00,chmi,11519,,19.0,60.0,2.6,
2024-05-21 00:00:00,chmi,11519,,17.8,77.0,2.8,
2024-05-22 00:00:00,chmi,11519,,16.3,72.0,4.2,
2024-05-23 00:00:00,chmi,11519,,19.2,55.0,2.2,
2024-05-24 00:00:00,chmi,11519,,17.6,71.0,1.5,
2024-05-25 00:00:00,chmi,11519,,17.4,70.0,2.6,
2024-05-26 00:00:00,chmi,11519,,19.8,64.0,1.8,
2024-05-27 00:00:00,chmi,11519,,18.8,69.0,1.2,
2024-05-28 00:00:00,chmi,11519,,15.9,75.0,3.2,
2024-05-29 00:00:00,chmi,11519,,17.7,57.0,1.6,
2024-05-30 00:00:00,chmi,11519,,16.0,71.0,2.3,
2024-05-31 00:00:00,chmi,11519,,17.3,76.0,2.5,
2024-06-01 00:00:00,chmi,11519,,15.6,87.0,1.9,
2024-06-02 00:00:00,chmi,11519,,17.0,84.0,2.2,
2024-06-03 00:00:00,chmi,11519,,15.3,76.0,3.2,
2024-06-04 00:00:00,chmi,11519,,16.5,62.0,1.7,
2024-06-05 00:00:00,chmi,11519,,19.5,56.0,4.2,
2024-06-06 00:00:00,chmi,11519,,18.9,67.0,1.8,
2024-06-07 00:00:00,chmi,11519,,19.5,58.0,3.7,
2024-06-08 00:00:00,chmi,11519,,22.2,51.0,1.9,
2024-06-09 00:00:00,chmi,11519,,21.1,46.0,2.2,
2024-06-10 00:00:00,chmi,11519,,19.7,43.0,2.5,
2024-06-11 00:00:00,chmi,11519,,15.1,44.0,5.4,
2024-06-12 00:00:00,chmi,11519,,16.4,43.0,2.2,
2024-06-13 00:00:00,chmi,11519,,14.8,60.0,2.4,
2024-06-14 00:00:00,chmi,11519,,16.4,60.0,2.2,
2024-06-15 00:00:00,chmi,11519,,17.9,62.0,3.0,
2024-06-16 00:00:00,chmi,11519,,20.1,54.0,2.9,
2024-06-17 00:00:00,chmi,11519,,21.7,53.0,3.0,
2024-06-18 00:00:00,chmi,11519,,26.3,47.0,2.0,
2024-06-19 00:00:00,chmi,11519,,20.5,64.0,3.4,
2024-06-20 00:00:00,chmi,11519,,20.4,59.0,1.7,
2024-06-21 00:00:00,chmi,11519,,24.0,62.0,1.3,
2024-06-22 00:00:00,chmi,11519,,20.5,55.0,4.2,
2024-06-23 00:00:00,chmi,11519,,21.9,51.0,2.6,
2024-06-24 00:00:00,chmi,11519,,21.7,48.0,2.2,
2024-06-25 00:00:00,chmi,11519,,23.8,47.0,3.2,
2024-06-26 00:00:00,chmi,11519,,26.3,49.0,2.9,
2024-06-27 00:00:00,chmi,11519,,22.6,64.0,2.4,
2024-06-28 00:00:00,chmi,11519,,24.0,62.0,2.5,
2024-06-29 00:00:00,chmi,11519,,27.9,53.0,1.8,
2024-06-30 00:00:00,chmi,11519,,24.6,55.0,3.6,
2024-07-01 00:00:00,chmi,11519,,19.4,65.0,4.3,
2024-07-02 00:00:00,chmi,11519,,17.2,56.0,3.8,
2024-07-03 00:00:00,chmi,11519,,17.0,60.0,2.3,
2024-07-04 00:00:00,chmi,11519,,15.6,67.0,4.4,
2024-07-05 00:00:00,chmi,11519,,19.4,58.0,3.2,
2024-07-06 00:00:00,chmi,11519,,21.7,61.0,2.0,
2024-07-07 00:00:00,chmi,11519,,17.2,75.0,2.0,
2024-07-08 00:00:00,chmi,11519,,21.6,64.0,1.5,
2024-07-09 00:00:00,chmi,11519,,26.9,53.0,1.9,
2024-07-10 00:00:00,chmi,11519,,25.2,63.0,0.9,
2024-07-11 00:00:00,chmi,11519,,24.3,63.0,2.5,
2024-07-12 00:00:00,chmi,11519,,23.0,67.0,1.8,
2024-07-13 00:00:00,chmi,11519,,22.1,55.0,2.6,
2024-07-14 00:00:00,chmi,11519,,23.1,54.0,2.5,
2024-07-15 00:00:00,chmi,11519,,27.2,42.0,1.9,
2024-07-16 00:00:00,chmi,11519,,22.2,65.0,2.7,
2024-07-17 00:00:00,chmi,11519,,21.4,63.0,3.2,
2024-07-18 00:00:00,chmi,11519,,23.7,50.0,2.2,
2024-07-19 00:00:00,chmi,11519,,25.8,43.0,1.8,
2024-07-20 00:00:00,chmi,11519,,25.1,44.0,1.5,
2024-07-21 00:00:00,chmi,11519,,27.4,39.0,1.6,
2024-07-22 00:00:00,chmi,11519,,24.7,52.0,2.5,
2024-07-23 00:00:00,chmi,11519,,23.5,50.0,2.5,
2024-07-24 00:00:00,chmi,11519,,20.2,59.0,3.6,
2024-07-25 00:00:00,chmi,11519,,22.1,43.0,2.5,
2024-07-26 00:00:00,chmi,11519,,23.0,47.0,1.6,
2024-07-27 00:00:00,chmi,11519,,22.9,62.0,3.0,
2024-07-28 00:00:00,chmi,11519,,21.2,56.0,4.1,
2024-07-29 00:00:00,chmi,11519,,21.2,47.0,1.6,
2024-07-30 00:00:00,chmi,11519,,23.4,39.0,1.7,
2024-07-31 00:00:00,chmi,11519,,27.2,37.0,1.7,
2024-08-01 00:00:00,chmi,11519,,23.7,63.0,2.4,
2024-08-02 00:00:00,chmi,11519,,18.7,78.0,4.4,
2024-08-03 00:00:00,chmi,11519,,21.0,65.0,1.6,
2024-08-04 00:00:00,chmi,11519,,17.4,86.0,2.0,
2024-08-05 00:00:00,chmi,11519,,19.3,56.0,2.9,
2024-08-06 00:00:00,chmi,11519,,20.9,51.0,2.2,
2024-08-07 00:00:00,chmi,11519,,22.6,59.0,1.9,
2024-08-08 00:00:00,chmi,11519,,19.9,78.0,0.8,
2024-08-09 00:00:00,chmi,11519,,22.5,60.0,3.0,
2024-08-10 00:00:00,chmi,11519,,24.4,51.0,2.8,
2024-08-11 00:00:00,chmi,11519,,24.1,54.0,2.5,
2024-08-12 00:00:00,chmi,11519,,26.1,51.0,1.3,
2024-08-13 00:00:00,chmi,11519,,27.7,47.0,2.3,
2024-08-14 00:00:00,chmi,11519,,28.3,41.0,1.9,
2024-08-15 00:00:00,chmi,11519,,26.2,62.0,1.2,
2024-08-16 00:00:00,chmi,11519,,26.8,52.0,2.0,
2024-08-17 00:00:00,chmi,11519,,24.6,64.0,1.5,
2024-08-18 00:00:00,chmi,11519,,22.5,73.0,1.9,
2024-08-19 00:00:00,chmi,11519,,18.6,73.0,3.2,
2024-08-20 00:00:00,chmi,11519,,23.1,61.0,1.5,
2024-08-21 00:00:00,chmi,11519,,21.3,49.0,3.9,
2024-08-22 00:00:00,chmi,11519,,19.1,54.0,1.5,
2024-08-23 00:00:00,chmi,11519,,22.9,49.0,2.6,
2024-08-24 00:00:00,chmi,11519,,27.1,43.0,2.0,
2024-08-25 00:00:00,chmi,11519,,19.6,65.0,2.8,
2024-08-26 00:00:00,chmi,11519,,18.4,71.0,1.9,
2024-08-27 00:00:00,chmi,11519,,21.1,60.0,2.5,
2024-08-28 00:00:00,chmi,11519,,25.2,57.0,1.3,
2024-08-29 00:00:00,chmi,11519,,25.7,57.0,1.8,
2024-08-30 00:00:00,chmi,11519,,27.2,48.0,1.5,
2024-08-31 00:00:00,chmi,11519,,23.0,64.0,2.9,
2024-09-01 00:00:00,chmi,11519,,23.1,63.0,2.3,
2024-09-02 00:00:00,chmi,11519,,25.5,55.0,1.6,
2024-09-03 00:00:00,chmi,11519,,25.8,54.0,2.0,
2024-09-04 00:00:00,chmi,11519,,26.0,48.0,2.7,
2024-09-05 00:00:00,chmi,11519,,25.7,38.0,3.5,
2024-09-06 00:00:00,chmi,11519,,24.9,36.0,2.2,
2024-09-07 00:00:00,chmi,11519,,24.7,47.0,3.5,
2024-09-08 00:00:00,chmi,11519,,25.7,45.0,1.8,
2024-09-09 00:00:00,chmi,11519,,17.6,76.0,3.9,
2024-09-10 00:00:00,chmi,11519,,16.4,66.0,3.4,
2024-09-11 00:00:00,chmi,11519,,14.5,65.0,4.3,
2024-09-12 00:00:00,chmi,11519,,10.7,77.0,2.7,
2024-09-13 00:00:00,chmi,11519,,9.1,90.0,5.1,
2024-09-14 00:00:00,chmi,11519,,12.0,75.0,7.1,
2024-09-15 00:00:00,chmi,11519,,10.5,83.0,4.2,
2024-09-16 00:00:00,chmi,11519,,14.6,85.0,3.2,
2024-09-17 00:00:00,chmi,11519,,18.4,67.0,2.0,
2024-09-18 00:00:00,chmi,11519,,19.3,58.0,2.6,
2024-09-19 00:00:00,chmi,11519,,17.3,60.0,1.9,
2024-09-20 00:00:00,chmi,11519,,16.8,65.0,2.3,
2024-09-21 00:00:00,chmi,11519,,17.5,52.0,2.1,
2024-09-22 00:00:00,chmi,11519,,16.1,65.0,1.0,
2024-09-23 00:00:00,chmi,11519,,17.7,65.0,1.6,
2024-09-24 00:00:00,chmi,11519,,14.7,75.0,3.3,
2024-09-25 00:00:00,chmi,11519,,16.9,59.0,3.7,
2024-09-26 00:00:00,chmi,11519,,15.8,80.0,2.4,
2024-09-27 00:00:00,chmi,11519,,15.0,72.0,4.0,
2024-09-28 00:00:00,chmi,11519,,12.1,65.0,3.4,
2024-09-29 00:00:00,chmi,11519,,9.6,65.0,1.8,
2024-09-30 00:00:00,chmi,11519,,11.1,62.0,2.2,
2024-10-01 00:00:00,chmi,11519,,12.7,69.0,3.0,
2024-10-02 00:00:00,chmi,11519,,10.9,87.0,2.7,
2024-10-03 00:00:00,chmi,11519,,10.7,77.0,2.5,
2024-10-04 00:00:00,chmi,11519,,10.1,82.0,3.7,
2024-10-05 00:00:00,chmi,11519,,9.3,84.0,2.5,
2024-10-06 00:00:00,chmi,11519,,9.4,74.0,1.2,
2024-10-07 00:00:00,chmi,11519,,12.4,79.0,2.2,
2024-10-08 00:00:00,chmi,11519,,14.7,77.0,2.4,
2024-10-09 00:00:00,chmi,11519,,16.4,69.0,3.4,
2024-10-10 00:00:00,chmi,11519,,14.0,74.0,4.9,
2024-10-11 00:00:00,chmi,11519,,9.0,82.0,2.5,
2024-10-12 00:00:00,chmi,11519,,8.6,81.0,2.3,
2024-10-13 00:00:00,chmi,11519,,10.9,57.0,6.1,
2024-10-14 00:00:00,chmi,11519,,10.0,67.0,2.0,
2024-10-15 00:00:00,chmi,11519,,9.2,72.0,1.6,
2024-10-16 00:00:00,chmi,11519,,9.8,70.0,3.6,
2024-10-17 00:00:00,chmi,11519,,12.1,70.0,2.6,
2024-10-18 00:00:00,chmi,11519,,13.6,64.0,3.2,
2024-10-19 00:00:00,chmi,11519,,11.8,76.0,1.0,
2024-10-20 00:00:00,chmi,11519,,11.7,68.0,1.3,
2024-10-21 00:00:00,chmi,11519,,12.3,74.0,1.5,
2024-10-22 00:00:00,chmi,11519,,11.4,83.0,1.4,
